,address,lat,long
3277,142 BEDOK RESERVOIR RD,1.335636498,103.9132694
4018,142 BISHAN ST 12,1.345501861,103.8534436
299,142 BT BATOK ST 11,1.35000418,103.7428608
1333,142 HU CHING RD,,
2396,142 JLN BT MERAH,1.277008235,103.8280562
7318,142 LOR 2 TOA PAYOH,1.33583775,103.845163
562,142 LOR AH SOO,1.35302664,103.8828876
5526,142 MARSILING RD,1.437033489,103.7770693
5522,142 PASIR RIS ST 11,1.363452585,103.9589017
3823,142 PETIR RD,1.376391724,103.7679128
994,142 POTONG PASIR AVE 3,1.333446588,103.8672527
7126,142 RIVERVALE CRES,1.390454154,103.9051029
3607,142 SERANGOON NTH AVE 1,1.367389232,103.8736355
3835,142 SIMEI ST 2,1.345349831,103.9551273
2493,142 TAMPINES ST 12,1.348697122,103.9448596
4208,142 TECK WHYE LANE,1.380790496,103.7519544
2133,142 TIONG BAHRU RD,,
3019,142 YISHUN RING RD,1.430777635,103.8306257
4062,143 BEDOK RESERVOIR RD,1.334984001,103.9127601
4304,143 BISHAN ST 12,1.345579369,103.852912
268,143 BT BATOK ST 11,1.350376435,103.743909
2978,143 JLN BT MERAH,1.277785233,103.8300015
7632,143 LOR 2 TOA PAYOH,1.335884354,103.8439913
2438,143 LOR AH SOO,1.352233427,103.8828416
4099,143 MARSILING RD,1.436746881,103.7767256
5657,143 MEI LING ST,1.293482013,103.8049167
4594,143 PASIR RIS ST 11,1.361984052,103.9606958
4238,143 PETIR RD,1.376374482,103.7673243
2797,143 POTONG PASIR AVE 2,1.332907621,103.8661688
7165,143 RIVERVALE DR,1.390065928,103.9057234
3163,143 SERANGOON NTH AVE 1,1.367360767,103.8729254
2492,143 TAMPINES ST 12,1.348069529,103.9435771
1062,143 YISHUN RING RD,1.431002594,103.8310938
4015,144 BEDOK RESERVOIR RD,1.334869769,103.9125268
3887,144 BISHAN ST 12,1.345941268,103.8533221
2387,144 BT BATOK WEST AVE 6,1.350043387,103.7442374
1587,144 JLN BT MERAH,1.277305432,103.8299556
7766,144 LOR 2 TOA PAYOH,1.335350733,103.8440271
1657,144 LOR AH SOO,1.351977155,103.8833135
5569,144 PASIR RIS ST 11,1.362407845,103.9605441
4312,144 PETIR RD,1.375815937,103.7675635
3481,144 POTONG PASIR AVE 2,1.332620199,103.8655135
7159,144 RIVERVALE DR,1.389169723,103.9059303
3316,144 SERANGOON NTH AVE 1,1.367781392,103.8730413
3836,144 SIMEI ST 2,1.345351297,103.9555703
1778,144 TAMPINES ST 12,1.348418578,103.9437258
3793,144 TECK WHYE LANE,1.380827687,103.7524766
3168,144 YISHUN ST 11,1.431023714,103.831365
2823,145 BEDOK RESERVOIR RD,1.334290192,103.9121354
3529,145 BISHAN ST 11,1.344886009,103.8542845
269,145 BT BATOK ST 11,1.349973055,103.7437249
637,145 HU CHING RD,,
1586,145 JLN BT MERAH,1.277293529,103.8305157
8214,145 LOR 2 TOA PAYOH,1.335210354,103.8461629
1312,145 LOR AH SOO,1.351492286,103.8832399
5714,145 MEI LING ST,1.293813729,103.8050279
5548,145 PASIR RIS ST 11,1.363219452,103.9608319
4646,145 PETIR RD,1.376007407,103.7668841
1819,145 POTONG PASIR AVE 2,1.332373178,103.8661652
6955,145 RIVERVALE DR,1.389900449,103.9060703
3259,145 SERANGOON NTH AVE 1,1.367806074,103.8723796
4049,145 SIMEI ST 2,1.344848328,103.9555538
1788,145 TAMPINES ST 12,1.348801821,103.943691
1477,145 WOODLANDS ST 13,1.436117867,103.7732454
1841,145 YISHUN ST 11,1.430840617,103.8318555
3280,146 BEDOK RESERVOIR RD,1.334599691,103.9120108
3557,146 BISHAN ST 11,1.344086049,103.8541476
265,146 BT BATOK WEST AVE 6,1.349668909,103.7440835
4029,146 GANGSA RD,1.375528386,103.7661852
339,146 JLN BT MERAH,1.277848766,103.8308115
8203,146 LOR 2 TOA PAYOH,1.334664095,103.8464514
5715,146 MEI LING ST,1.293914777,103.8044543
5574,146 PASIR RIS ST 11,1.363035918,103.9601579
8540,146 POTONG PASIR AVE 1,1.331800783,103.8672428
6984,146 RIVERVALE DR,1.390496473,103.9061572
3438,146 SERANGOON NTH AVE 1,1.368168617,103.8729385
4183,146 SIMEI ST 2,1.344632845,103.9559239
955,146 TAMPINES AVE 5,1.348008342,103.9428138
1035,146 WOODLANDS ST 13,1.436117888,103.7740844
1074,146 YISHUN ST 11,1.431001762,103.8324685
2550,147 BEDOK RESERVOIR RD,1.334881942,103.9117789
3619,147 BISHAN ST 11,1.343877033,103.8551064
1898,147 BT BATOK WEST AVE 6,1.349577518,103.7436013
4070,147 GANGSA RD,1.376020766,103.76549
8239,147 LOR 2 TOA PAYOH,1.334546832,103.8450777
5604,147 MEI LING ST,1.294317426,103.8049318
4992,147 PASIR RIS ST 13,1.363100578,103.9620123
7029,147 RIVERVALE CRES,1.390528991,103.9056092
3871,147 SERANGOON NTH AVE 1,1.368518574,103.872804
4900,147 SILAT AVE,1.277276965,103.8310934
3873,147 SIMEI ST 2,1.345529247,103.9558303
1445,147 TAMPINES AVE 5,1.349232388,103.942181
2520,147 YISHUN ST 11,1.431280663,103.8318297
3219,148 BEDOK RESERVOIR RD,1.335340885,103.911905
3767,148 BISHAN ST 11,1.344233608,103.8547636
2377,148 BT BATOK WEST AVE 6,1.34927163,103.7435909
4359,148 GANGSA RD,1.375918707,103.7661918
5742,148 MEI LING ST,1.294316074,103.8044662
5572,148 PASIR RIS ST 13,1.362265994,103.9620786
8492,148 POTONG PASIR AVE 1,1.33235436,103.8677743
6960,148 RIVERVALE CRES,1.390762155,103.9051958
3394,148 SERANGOON NTH AVE 1,1.368303642,103.8736731
1588,148 SILAT AVE,1.276883151,103.8308839
3747,148 SIMEI ST 1,1.346266941,103.9559648
958,148 TAMPINES AVE 5,1.350613171,103.94225
2080,148 WOODLANDS ST 13,1.43576275,103.77403
1852,148 YISHUN ST 11,1.431950188,103.8323379
3177,149 BEDOK RESERVOIR RD,1.335769298,103.9127796
3381,149 BISHAN ST 11,1.344279409,103.8555557
3859,149 BT BATOK WEST AVE 6,1.349282227,103.7443419
5632,149 MEI LING ST,1.294799758,103.8046091
5088,149 PASIR RIS ST 13,1.361550354,103.9620085
3949,149 PETIR RD,1.376745749,103.7667076
6929,149 RIVERVALE CRES,1.391559981,103.9054038
2571,149 SILAT AVE,1.277360665,103.8316002
3780,149 SIMEI ST 1,1.345888762,103.9560258
957,149 TAMPINES ST 12,1.351401992,103.9427273
2508,149 WOODLANDS ST 13,1.435763817,103.772798
1501,149 YISHUN ST 11,1.431548506,103.8327841
6658,14A LOR 7 TOA PAYOH,1.336268208,103.8583152
7396,14A TELOK BLANGAH CRES,1.277760301,103.8207301
6848,14A UPP BOON KENG RD,1.315263539,103.8706889
6563,14B LOR 7 TOA PAYOH,1.335738874,103.8584084
3202,15 BEACH RD,1.295817408,103.8555036
180,15 BEDOK STH RD,1.320909667,103.9355419
2288,15 EUNOS CRES,1.32385971,103.9033636
7571,15 FARRER PK RD,1.311043468,103.8516606
2033,15 GHIM MOH RD,1.309143843,103.7884199
2620,15 HOLLAND DR,1.313903945,103.7825628
560,15 HOUGANG AVE 3,1.362657704,103.8919215
1011,15 JOO SENG RD,1.335501322,103.8802315
8278,15 MARINE TER,1.304845469,103.9142574
1017,15 MARSILING LANE,1.441925602,103.7781584
4148,15 REDHILL CL,1.285884083,103.8171594
3471,15 ST. GEORGE'S RD,1.324471341,103.8619367
1941,15 TECK WHYE LANE,1.379133573,103.7547387
1919,15 TELOK BLANGAH CRES,1.276989134,103.8205411
4031,15 TOH YI DR,1.339310858,103.7720515
1731,15 UPP BOON KENG RD,1.315873249,103.8712962
101,150 ANG MO KIO AVE 5,1.376806785,103.842018
3912,150 BEDOK RESERVOIR RD,1.336153754,103.9126723
4662,150 BISHAN ST 11,1.34452707,103.8552136
8393,150 BT BATOK ST 11,1.348784675,103.7436728
6483,150 JLN TECK WHYE,1.378203511,103.7564509
4681,150 MEI LING ST,1.294903079,103.8036993
5573,150 PASIR RIS ST 13,1.362737578,103.962977
4150,150 PETIR RD,1.37704616,103.7668835
8269,150 RIVERVALE CRES,1.392354298,103.9062606
4403,150 SILAT AVE,1.277077069,103.8314259
3714,150 SIMEI ST 1,1.346196706,103.9571053
898,150 TAMPINES ST 12,1.3509461,103.9432601
8369,150 WOODLANDS ST 13,1.435326096,103.7737407
3015,150 YISHUN ST 11,1.430969417,103.8336487
4447,150A BISHAN ST 11,1.344559833,103.8557374
2247,151 ANG MO KIO AVE 5,1.376711053,103.8411682
4109,151 BEDOK RESERVOIR RD,1.335576195,103.9115458
4445,151 BISHAN ST 11,1.345073219,103.8555423
6409,151 JLN TECK WHYE,1.378410346,103.7572506
5628,151 PASIR RIS ST 13,1.363053913,103.9624823
3986,151 PETIR RD,1.377129628,103.7661712
8262,151 RIVERVALE CRES,1.392023344,103.9058975
3161,151 SERANGOON NTH AVE 2,1.36934535,103.8737783
3364,151 SIMEI ST 1,1.345754827,103.9572689
1444,151 TAMPINES ST 12,1.35138611,103.9437646
2507,151 WOODLANDS ST 13,1.435426794,103.7742325
1491,151 YISHUN ST 11,1.430806337,103.8342681
4744,151 YUNG HO RD,1.32676126,103.7212885
77,152 ANG MO KIO AVE 5,1.376687626,103.8401595
4543,152 BISHAN ST 11,1.345657203,103.8546414
8288,152 BT BATOK ST 11,1.348301895,103.7442573
6837,152 GANGSA RD,1.375224695,103.7659225
6433,152 JLN TECK WHYE,1.378817905,103.7580238
8220,152 LOR 2 TOA PAYOH,1.334167085,103.8458911
1751,152 MEI LING ST,1.293831576,103.8026251
5552,152 PASIR RIS ST 13,1.363741375,103.962248
8333,152 RIVERVALE CRES,1.391778268,103.9062131
3474,152 SERANGOON NTH AVE 1,1.369347268,103.872614
2224,152 WOODLANDS ST 13,1.435067117,103.7742313
2875,152 YISHUN ST 11,1.431039775,103.834755
3993,152 YUNG HO RD,1.327076707,103.7207086
2242,153 ANG MO KIO AVE 5,1.376357457,103.8420565
3561,153 BISHAN ST 13,1.346085959,103.8550783
6919,153 GANGSA RD,1.374972167,103.765519
6990,153 LOR 2 TOA PAYOH,1.333570575,103.8457238
1386,153 MEI LING ST,1.293814453,103.8031379
5650,153 PASIR RIS ST 13,1.363643943,103.9627211
8305,153 RIVERVALE CRES,1.391365272,103.9066012
3204,153 SERANGOON NTH AVE 1,1.369950997,103.8723123
3748,153 SIMEI ST 1,1.345222759,103.9572077
1842,153 YISHUN ST 11,1.431168486,103.8342644
4836,153 YUNG HO RD,1.32748326,103.7210438
6904,153A LOR 1 TOA PAYOH,1.333713828,103.8452331
1873,154 ANG MO KIO AVE 5,1.376260674,103.841231
3678,154 BISHAN ST 13,1.346625075,103.8550332
8261,154 BT BATOK ST 11,1.347735583,103.743984
6968,154 GANGSA RD,1.374816801,103.7651093
566,154 HOUGANG ST 11,1.352210257,103.8801654
6414,154 JLN TECK WHYE,1.379644876,103.757747
7078,154 LOR 2 TOA PAYOH,1.33328783,103.8461656
3000,154 MEI LING ST,1.29361494,103.8037425
5711,154 PASIR RIS ST 13,1.363245451,103.963274
8268,154 RIVERVALE CRES,1.391035892,103.9069091
3258,154 SERANGOON NTH AVE 1,1.370129834,103.8731155
3480,154 SIMEI ST 1,1.344806925,103.9569966
4294,154 WOODLANDS ST 13,1.434687161,103.7754301
1078,154 YISHUN ST 11,1.431514023,103.8343215
4266,154 YUNG HO RD,1.327124396,103.7217817
1114,155 ANG MO KIO AVE 4,1.375877238,103.8400675
2553,155 BEDOK STH AVE 3,1.318574054,103.9460809
3731,155 BISHAN ST 13,1.346227092,103.8559056
6920,155 GANGSA RD,1.37531521,103.7650289
1982,155 HOUGANG ST 11,1.352653389,103.8802927
6410,155 JLN TECK WHYE,1.378936937,103.7571651
7052,155 LOR 1 TOA PAYOH,1.332796311,103.8455886
5602,155 PASIR RIS ST 13,1.363426087,103.9635362
8330,155 RIVERVALE CRES,1.390698662,103.9072088
3512,155 SIMEI RD,1.344699451,103.9582101
1478,155 WOODLANDS ST 13,1.434734475,103.7745869
2094,155 YISHUN ST 11,1.431886857,103.834256
6003,155 YUNG LOH RD,1.327671738,103.7224075
76,156 ANG MO KIO AVE 4,1.375495196,103.8399475
2818,156 BEDOK STH AVE 3,1.318286638,103.9454818
4017,156 BISHAN ST 13,1.345323326,103.8565811
3572,156 HOUGANG ST 11,1.352526802,103.8795949
6485,156 JLN TECK WHYE,1.378838254,103.7566354
7291,156 LOR 1 TOA PAYOH,1.332564732,103.8452069
5651,156 PASIR RIS ST 13,1.364083645,103.9628953
8252,156 RIVERVALE CRES,1.391108696,103.9074281
4287,156 SIMEI RD,1.345150482,103.9587198
1801,156 TAMPINES ST 12,1.351621944,103.94509
8286,156 WOODLANDS ST 13,1.434210272,103.7742839
2941,156 YISHUN ST 11,1.431887619,103.8335678
6004,156 YUNG LOH RD,1.32789041,103.7217888
6307,157 ANG MO KIO AVE 4,1.375305621,103.8393951
1173,157 BEDOK STH AVE 3,1.318736079,103.9457156
3700,157 BISHAN ST 13,1.346057554,103.85668
8404,157 BT BATOK ST 11,1.348368995,103.7434221
3198,157 HOUGANG ST 11,1.353014614,103.8797029
6505,157 JLN TECK WHYE,1.379187865,103.7567829
1454,157 LOR 1 TOA PAYOH,1.332206263,103.8454529
1387,157 MEI LING ST,1.293111932,103.8037302
5603,157 PASIR RIS ST 13,1.36430486,103.9626666
4395,157 SIMEI RD,1.344621596,103.9594175
909,157 TAMPINES ST 12,1.351073291,103.9450039
2331,157 WOODLANDS ST 13,1.434376646,103.7747831
2339,157 YISHUN ST 11,1.432217901,103.8340914
5969,157 YUNG LOH RD,1.328616336,103.7216514
7854,157A RIVERVALE CRES,1.387855124,103.9083929
7992,157B RIVERVALE CRES,1.387631064,103.9082329
8076,157C RIVERVALE CRES,1.387758502,103.9077291
7855,157D RIVERVALE CRES,1.388086614,103.9078891
6387,158 ANG MO KIO AVE 4,1.374780587,103.8389976
2735,158 BEDOK STH AVE 3,1.318670387,103.9451056
3732,158 BISHAN ST 13,1.346535262,103.8562082
6462,158 HOUGANG ST 11,1.351640224,103.8804862
6432,158 JLN TECK WHYE,1.379995549,103.7569631
2328,158 LOR 1 TOA PAYOH,1.33143429,103.8451194
2469,158 MEI LING ST,1.292742203,103.8028072
4709,158 PASIR RIS ST 13,1.364674718,103.9622363
4529,158 SIMEI RD,1.344253486,103.9596028
2320,158 TAMPINES ST 12,1.351414561,103.945859
3941,158 WOODLANDS ST 13,1.434032157,103.77478
1843,158 YISHUN ST 11,1.432407771,103.8345249
6005,158 YUNG LOH RD,1.328960825,103.7222796
7745,158A RIVERVALE CRES,1.388720188,103.9068691
8108,158B RIVERVALE CRES,1.38841338,103.9066762
7944,158C RIVERVALE CRES,1.38818826,103.9071458
7914,158D RIVERVALE CRES,1.38841932,103.9072419
6338,159 ANG MO KIO AVE 4,1.374798932,103.8398581
1167,159 BEDOK STH AVE 3,1.319045635,103.9456245
3913,159 BISHAN ST 13,1.346813991,103.8557765
6577,159 HOUGANG ST 11,1.351448325,103.8795172
6455,159 JLN TECK WHYE,1.380216447,103.7564637
986,159 LOR 1 TOA PAYOH,1.330745429,103.8456012
4838,159 PASIR RIS ST 13,1.363744038,103.9612847
4396,159 SIMEI RD,1.344801829,103.9598616
939,159 TAMPINES ST 12,1.351041308,103.9460515
3940,159 WOODLANDS ST 13,1.433678963,103.7745871
1079,159 YISHUN ST 11,1.432792722,103.8340283
5934,159 YUNG PING RD,1.329285993,103.7223857
7974,159A RIVERVALE CRES,1.387860191,103.9072896
7703,16 CANTONMENT CL,1.273919926,103.8402609
488,16 EUNOS CRES,1.322994312,103.9044498
819,16 HOLLAND DR,1.317604557,103.782221
579,16 HOUGANG AVE 3,1.362822217,103.8910466
8127,16 JLN TENTERAM,1.328133709,103.85956
1821,16 JOO SENG RD,1.336477172,103.8803459
8357,16 MARINE TER,1.30437185,103.9140417
8109,16 MARSILING LANE,1.442351971,103.7783214
3238,16 OUTRAM HILL,1.286513575,103.8371273
2899,16 REDHILL CL,1.286129532,103.8171621
2780,16 ST. GEORGE'S RD,1.324351254,103.8623603
1924,16 TAMAN HO SWEE,1.288001696,103.8316146
408,16 TECK WHYE LANE,1.378427104,103.7549118
324,16 TELOK BLANGAH CRES,1.278053652,103.8215046
4205,16 TOH YI DR,1.339408681,103.7726057
729,16 UPP BOON KENG RD,1.315431758,103.8716516
2959,160 BEDOK STH AVE 3,1.31925983,103.9452029
3786,160 BISHAN ST 13,1.346927663,103.8563539
253,160 BT BATOK ST 11,1.348884904,103.7420358
6489,160 HOUGANG ST 11,1.352026403,103.8790786
6529,160 JLN TECK WHYE,1.380794497,103.756443
7558,160 LOR 1 TOA PAYOH,1.330943944,103.8450201
809,160 MEI LING ST,1.292096907,103.8042298
5031,160 PASIR RIS ST 13,1.364295593,103.9623069
4286,160 SIMEI RD,1.345170371,103.9596759
944,160 TAMPINES ST 12,1.350702366,103.9451836
4400,160 WOODLANDS ST 13,1.433333284,103.7749216
1496,160 YISHUN ST 11,1.432421721,103.8334301
5970,160 YUNG PING RD,1.329130473,103.7215021
8190,160A PUNGGOL CTRL,1.395312099,103.9157082
8131,160B PUNGGOL CTRL,1.395225289,103.9160007
2822,161 BEDOK STH AVE 3,1.319470818,103.9457833
3888,161 BISHAN ST 13,1.347591835,103.8564118
254,161 BT BATOK ST 11,1.348469158,103.7420508
2274,161 BT MERAH CTRL,1.283912294,103.8160061
6511,161 HOUGANG ST 11,1.352538494,103.8787026
7559,161 LOR 1 TOA PAYOH,1.330509323,103.8450036
810,161 MEI LING ST,1.291543916,103.803508
5578,161 PASIR RIS ST 13,1.363744014,103.9619355
4336,161 SIMEI RD,1.345351157,103.9601209
926,161 TAMPINES ST 12,1.350000848,103.9459783
3810,161 WOODLANDS ST 13,1.43333489,103.773674
1080,161 YISHUN ST 11,1.432786275,103.8331329
6006,161 YUNG PING RD,1.329776329,103.7215859
8091,161A PUNGGOL CTRL,1.3958161,103.9150182
8048,161B PUNGGOL CTRL,1.39572273,103.915306
2554,162 BEDOK STH RD,1.319674147,103.9460531
4020,162 BISHAN ST 13,1.347579595,103.8559485
1895,162 BT BATOK ST 11,1.34768075,103.7418877
6551,162 JLN TECK WHYE,1.380865519,103.7576837
2026,162 MEI LING ST,1.292254671,103.802857
4333,162 SIMEI RD,1.34571937,103.9599349
1441,162 TAMPINES ST 12,1.349904964,103.9471398
1043,162 WOODLANDS ST 13,1.433028868,103.7731341
6007,162 YUNG PING RD,1.329648344,103.7220915
8140,162A PUNGGOL CTRL,1.39636616,103.9142502
9355,162A RIVERVALE CRES,1.390359613,103.9076367
7761,162B PUNGGOL CTRL,1.396272161,103.9145378
9354,162B RIVERVALE CRES,1.390359677,103.9080766
9353,162C RIVERVALE CRES,1.39002955,103.9084849
6308,163 ANG MO KIO AVE 4,1.373551786,103.838169
2111,163 BEDOK STH RD,1.319727937,103.9466269
2665,163 BISHAN ST 13,1.348022952,103.856275
278,163 BT BATOK ST 11,1.348149496,103.7426581
6914,163 GANGSA RD,1.376263241,103.764451
6437,163 JLN TECK WHYE,1.380910277,103.7569258
988,163 LOR 1 TOA PAYOH,1.332060607,103.844105
4094,163 SIMEI RD,1.34600509,103.9592006
2027,163 STIRLING RD,1.291876436,103.8026323
924,163 TAMPINES ST 12,1.349532231,103.9474591
8285,163 WOODLANDS ST 13,1.43300314,103.7739842
6008,163 YUNG PING RD,1.3300358,103.7225655
7985,163A PUNGGOL CTRL,1.395500602,103.9140598
9326,163A RIVERVALE CRES,1.389558899,103.9088169
7980,163B PUNGGOL CTRL,1.39563022,103.9137722
9325,163B RIVERVALE CRES,1.3891955,103.9086502
9322,163C RIVERVALE CRES,1.389658951,103.9082928
2819,164 BEDOK STH RD,1.32011535,103.9465703
3410,164 BISHAN ST 13,1.348463524,103.8560947
255,164 BT BATOK ST 11,1.347716975,103.7428317
5285,164 BT MERAH CTRL,1.283406756,103.8167569
6966,164 GANGSA RD,1.376471718,103.7648842
6575,164 JLN TECK WHYE,1.381159263,103.7563626
4392,164 SIMEI RD,1.346073025,103.9584323
805,164 STIRLING RD,1.291518248,103.8025131
1789,164 TAMPINES ST 12,1.349621514,103.9460007
8303,164 WOODLANDS ST 13,1.433002949,103.77428
9277,164A RIVERVALE CRES,1.390070297,103.9072732
9543,164A YUNG KUANG RD,1.330187409,103.7218755
9291,164B RIVERVALE CRES,1.389693572,103.9072939
9293,164C RIVERVALE CRES,1.389832903,103.9078562
225,165 BEDOK STH RD,1.320308923,103.94609
3889,165 BISHAN ST 13,1.349198229,103.8561944
280,165 BT BATOK WEST AVE 8,1.347319856,103.741975
9531,165 BT MERAH CTRL,1.282956988,103.8169348
6915,165 GANGSA RD,1.37685097,103.7651237
6491,165 HOUGANG AVE 1,1.350254259,103.8877953
4096,165 SIMEI RD,1.345530161,103.9592488
3047,165 STIRLING RD,1.290764057,103.8019164
2324,165 TAMPINES ST 12,1.349259623,103.9458595
1042,165 WOODLANDS ST 13,1.43297209,103.7749265
3265,165 YISHUN RING RD,1.435771805,103.8317838
8231,165A PUNGGOL CTRL,1.394998966,103.9147543
9544,165A YUNG KUANG RD,1.330725423,103.7219138
8246,165B PUNGGOL CTRL,1.395128032,103.9144671
9545,165B YUNG KUANG RD,1.330644723,103.7223219
191,166 BEDOK STH AVE 3,1.320040799,103.9451967
3647,166 BISHAN ST 13,1.348863451,103.8552258
1894,166 BT BATOK WEST AVE 8,1.34715255,103.7428248
6916,166 GANGSA RD,1.37748345,103.7653911
6439,166 HOUGANG AVE 1,1.351175669,103.8881953
971,166 LOR 1 TOA PAYOH,,
3080,166 STIRLING RD,1.29069966,103.8023629
925,166 TAMPINES ST 12,1.348821007,103.9464334
8304,166 WOODLANDS ST 13,1.43363334,103.7754005
3727,166 YISHUN RING RD,1.436283861,103.8316066
7895,166A PUNGGOL CTRL,1.394448669,103.9155224
8887,166A TECK WHYE CRES,1.383293601,103.7530259
9547,166A YUNG KUANG RD,1.331288102,103.7219593
8217,166B PUNGGOL CTRL,1.394578126,103.915235
8952,166B TECK WHYE CRES,1.383159893,103.7534009
9546,166B YUNG KUANG RD,1.331246577,103.7222558
2889,167 BEDOK STH AVE 3,1.319639686,103.9449652
4111,167 BISHAN ST 13,1.348003411,103.8553957
638,167 BOON LAY DR,,
1194,167 BT BATOK WEST AVE 8,1.346932728,103.7422571
6457,167 HOUGANG AVE 1,1.351815936,103.8884481
2498,167 LOR 1 TOA PAYOH,,
6839,167 PETIR RD,1.377422637,103.7649693
1388,167 STIRLING RD,1.29003093,103.8026043
5470,167 WOODLANDS ST 11,1.433593706,103.7758841
3616,167 YISHUN RING RD,1.43661283,103.8323565
8502,167A PUNGGOL EAST,1.393908248,103.9151069
8645,167A SIMEI LANE,1.343565659,103.959402
8460,167B PUNGGOL EAST,1.394227136,103.9149774
8623,167B SIMEI LANE,1.343135737,103.9596428
8677,167C PUNGGOL EAST,1.394388962,103.9147524
8625,167C SIMEI LANE,1.343000399,103.9594134
8401,167D PUNGGOL EAST,1.394548399,103.9145293
8654,167D SIMEI LANE,1.342873687,103.9592051
3276,168 BEDOK STH AVE 3,1.320035541,103.9445701
3286,168 BISHAN ST 13,1.347318704,103.8541621
639,168 BOON LAY DR,,
1893,168 BT BATOK WEST AVE 8,1.347170253,103.7412985
6486,168 HOUGANG AVE 1,1.352141383,103.889541
989,168 LOR 1 TOA PAYOH,1.331766431,103.8434232
6875,168 PETIR RD,1.377582856,103.7644023
2196,168 STIRLING RD,1.290020507,103.803188
3093,168 WOODLANDS ST 11,1.432959349,103.7767377
8501,168A PUNGGOL EAST,1.394589169,103.9142388
2478,168A QUEENSWAY,1.289285559,103.8034015
8644,168A SIMEI LANE,1.342738696,103.9589763
8557,168B PUNGGOL EAST,1.394496029,103.913979
8643,168B SIMEI LANE,1.342611984,103.9587681
8768,168C PUNGGOL FIELD,1.393903151,103.9137768
8624,168C SIMEI LANE,1.342477099,103.9585391
8769,168D PUNGGOL FIELD,1.393746768,103.9140016
8626,168D SIMEI LANE,1.34285869,103.9582587
1168,169 BEDOK STH AVE 3,1.320388846,103.9450939
4147,169 BISHAN ST 13,1.346852675,103.8540991
640,169 BOON LAY DR,,
279,169 BT BATOK WEST AVE 8,1.346607336,103.7409093
6509,169 HOUGANG AVE 1,1.351604901,103.889849
990,169 LOR 1 TOA PAYOH,1.331725998,103.8427995
1752,169 STIRLING RD,1.290434865,103.8031059
4659,169 WOODLANDS ST 11,1.43332338,103.7764863
8794,169A PUNGGOL FIELD,1.393082747,103.9142822
8767,169B PUNGGOL FIELD,1.393224665,103.9140677
8779,169C PUNGGOL FIELD,1.393621092,103.9142236
1730,17 BEACH RD,1.30368952,103.8635755
7654,17 CANTONMENT CL,1.273835569,103.8398443
7988,17 DOVER CRES,1.307654538,103.7828912
2681,17 EUNOS CRES,1.323370149,103.9044037
1391,17 HOLLAND DR,1.313780913,103.7826963
541,17 HOUGANG AVE 3,1.363434432,103.8909776
7545,17 JLN TENTERAM,1.328211691,103.8598126
1012,17 JOO SENG RD,1.33616231,103.881376
983,17 LOR 7 TOA PAYOH,1.336426604,103.8566081
2308,17 MARINE TER,1.303767822,103.914176
1473,17 MARSILING LANE,1.442678231,103.7777245
2397,17 REDHILL CL,1.285226663,103.8176748
4305,17 SENG POH RD,1.285296918,103.8332353
2779,17 ST. GEORGE'S RD,1.323905297,103.8623845
1942,17 TECK WHYE LANE,1.379197591,103.7539337
7656,17 TELOK BLANGAH CRES,1.277767863,103.8217024
4923,17 TIONG BAHRU RD,1.285615264,103.8331163
3987,17 TOH YI DR,1.33976904,103.7725561
1087,170 ANG MO KIO AVE 4,1.374000718,103.8364315
2738,170 BEDOK STH RD,1.320720112,103.9461111
3179,170 BISHAN ST 13,1.346420297,103.8535925
641,170 BOON LAY DR,,
2385,170 BT BATOK WEST AVE 8,1.34655585,103.7401015
6453,170 GANGSA RD,1.378562756,103.7660978
6510,170 HOUGANG AVE 1,1.351463459,103.8893194
2470,170 STIRLING RD,1.290911282,103.8031208
5446,170 WOODLANDS ST 11,1.433634725,103.7762941
3175,170 YISHUN AVE 7,1.437095581,103.8327775
8809,170A PUNGGOL FIELD,1.393560948,103.9148607
8793,170B PUNGGOL FIELD,1.393337746,103.9147009
8788,170C PUNGGOL FIELD,1.393107842,103.9145464
1137,171 ANG MO KIO AVE 4,1.374732912,103.8356827
2816,171 BEDOK STH RD,1.320896768,103.9454287
3855,171 BISHAN ST 13,1.346787771,103.85371
1334,171 BOON LAY DR,,
1911,171 BT BATOK WEST AVE 8,1.346100212,103.7402296
6502,171 GANGSA RD,1.378969537,103.766375
6487,171 HOUGANG AVE 1,1.351136373,103.889169
5747,171 LOR 1 TOA PAYOH,1.330685349,103.842659
806,171 STIRLING RD,1.290732462,103.8038469
1041,171 WOODLANDS ST 11,1.433974979,103.7765268
3585,171 YISHUN AVE 7,1.43691621,103.832132
7956,171A EDGEDALE PLAINS,1.394630782,103.9122939
7896,171B EDGEDALE PLAINS,1.394977318,103.9127175
7888,171C EDGEDALE PLAINS,1.394775289,103.9134368
1503,172 ANG MO KIO AVE 4,1.374694232,103.8364629
2817,172 BEDOK STH RD,1.32066917,103.9446895
3380,172 BISHAN ST 13,1.347483176,103.8535437
642,172 BOON LAY DR,,
1904,172 BT BATOK WEST AVE 8,1.345669039,103.7404803
6525,172 GANGSA RD,1.379445266,103.7666671
6458,172 HOUGANG AVE 1,1.350579344,103.8894959
5721,172 LOR 1 TOA PAYOH,1.330354894,103.8430534
808,172 STIRLING RD,,
2081,172 WOODLANDS ST 13,1.433972475,103.7775169
3483,172 YISHUN AVE 7,1.43660111,103.831091
8079,172A EDGEDALE PLAINS,1.39533468,103.9114339
