,address,lat,long
5333,346 CHOA CHU KANG LOOP,1.383589987,103.7449011
437,346 CLEMENTI AVE 5,1.317016551,103.7700552
3799,346 JURONG EAST ST 31,1.345377448,103.730585
6200,346 KANG CHING RD,1.340236567,103.7208852
5787,346 TAMPINES ST 33,1.351237916,103.9625706
2759,346 UBI AVE 1,1.325984436,103.899672
3876,346 WOODLANDS ST 32,1.432599732,103.7812229
4054,346 YISHUN AVE 11,1.428459351,103.8435688
8027,347 ANG MO KIO AVE 3,1.367338583,103.8485763
3384,347 BT BATOK ST 34,1.362270342,103.7511929
1273,347 CLEMENTI AVE 5,1.317179474,103.7707888
6251,347 KANG CHING RD,1.34050041,103.7202
5920,347 TAMPINES ST 33,1.351880427,103.9631137
2683,347 UBI AVE 1,1.32566117,103.8997332
4575,347 WOODLANDS AVE 3,1.433191403,103.7815949
8872,347A YISHUN AVE 11,1.427939244,103.842677
8900,347B YISHUN AVE 11,1.427495093,103.8423771
1097,348 ANG MO KIO AVE 3,1.366196908,103.8477566
3337,348 BT BATOK ST 34,1.362135303,103.7506174
1956,348 CLEMENTI AVE 5,1.316777163,103.7708971
5371,348 JURONG EAST AVE 1,1.344566434,103.7310696
6224,348 KANG CHING RD,1.340609942,103.7197823
5788,348 TAMPINES ST 33,1.352525599,103.9633669
2685,348 UBI AVE 1,1.32615026,103.9005275
3838,348 WOODLANDS AVE 3,1.43293946,103.7818814
8899,348A YISHUN AVE 11,1.427353071,103.8412192
8910,348B YISHUN AVE 11,1.427278132,103.84198
8901,348C YISHUN AVE 11,1.42714143,103.8422313
8880,348D YISHUN AVE 11,1.426926621,103.842897
3228,349 BT BATOK ST 34,1.362095826,103.74958
2754,349 CLEMENTI AVE 2,1.315958638,103.7710544
6750,349 CORPORATION DR,1.339534196,103.7191669
3601,349 JURONG EAST AVE 1,1.34446375,103.7314458
5135,349 TAMPINES ST 33,1.353416898,103.9630118
1642,349 UBI AVE 1,1.325828343,103.9005811
4493,349 WOODLANDS AVE 3,1.433524245,103.7825163
4104,349 YISHUN AVE 11,1.426133751,103.8433915
183,35 BEDOK STH AVE 2,1.322332207,103.9397662
2108,35 CHAI CHEE AVE,1.32481986,103.9262581
528,35 CIRCUIT RD,1.329158997,103.8860103
2029,35 DOVER RD,,
8215,35 EUNOS CRES,1.321107539,103.9013726
1360,35 JLN BAHAGIA,1.326740506,103.8575763
6785,35 JLN RUMAH TINGGI,1.287965957,103.8089558
3297,35 LIM LIAK ST,1.285101769,103.8310352
6264,35 LOR 5 TOA PAYOH,1.334327797,103.8544908
757,35 MARINE CRES,1.303370404,103.9125219
1045,35 MARSILING DR,1.444983463,103.7717205
843,35 TANGLIN HALT RD,1.297049718,103.7982277
2162,35 TEBAN GDNS RD,1.31955256,103.7426448
5882,35 TELOK BLANGAH RISE,1.273022019,103.8221232
7342,350 ANG MO KIO ST 32,1.363713118,103.8500442
4113,350 BT BATOK ST 34,1.361438585,103.7491525
5351,350 CHOA CHU KANG CTRL,1.383527841,103.7434692
1953,350 CLEMENTI AVE 2,1.315620153,103.7701917
6463,350 CORPORATION DR,1.338670482,103.7191352
5828,350 TAMPINES ST 33,1.353851096,103.9630824
3111,350 UBI AVE 1,1.325804085,103.9012924
4135,350 WOODLANDS AVE 3,1.433842288,103.782295
4140,350 YISHUN AVE 11,1.425479851,103.844279
7520,350A CANBERRA RD,1.450540912,103.8206243
4107,350A YISHUN AVE 11,1.426042213,103.844359
7407,350B CANBERRA RD,1.450073433,103.820763
7575,350C CANBERRA RD,1.44996054,103.8203822
7501,351 ANG MO KIO ST 32,1.364323667,103.8503076
3340,351 BT BATOK ST 34,1.361877855,103.7494555
5291,351 CHOA CHU KANG CTRL,1.383504884,103.7430794
2147,351 CLEMENTI AVE 2,1.31535007,103.7708614
6793,351 CORPORATION DR,1.338972224,103.7198388
1654,351 HOUGANG AVE 7,1.371739811,103.899
3867,351 JURONG EAST ST 31,1.344832356,103.7307783
5163,351 TAMPINES ST 33,1.352956789,103.9630674
3990,351 UBI AVE 1,1.325486285,103.9007277
6418,351 WOODLANDS AVE 1,1.432505994,103.7840616
4108,351 YISHUN AVE 11,1.426429316,103.8440721
7576,351A CANBERRA RD,1.450387632,103.820209
7551,351B CANBERRA RD,1.450860772,103.8199728
7491,351C CANBERRA RD,1.451335115,103.8197671
7695,351D CANBERRA RD,1.451240062,103.8194984
7502,352 ANG MO KIO ST 32,1.364424744,103.850864
4449,352 BT BATOK ST 34,1.361597982,103.7494607
5275,352 CHOA CHU KANG CTRL,1.382844724,103.7431573
1947,352 CLEMENTI AVE 2,1.31427266,103.7713609
568,352 HOUGANG AVE 7,1.372105694,103.8990993
3433,352 JURONG EAST ST 31,1.344922895,103.7304008
6051,352 KANG CHING RD,1.339365789,103.7201844
5852,352 TAMPINES ST 33,1.354165275,103.9624426
4255,352 UBI AVE 1,1.325227018,103.8994002
6375,352 WOODLANDS AVE 1,1.431642419,103.7845206
2345,352 YISHUN RING RD,1.426462542,103.8449089
7547,352A CANBERRA RD,1.450655082,103.8196509
7694,352B CANBERRA RD,1.450298965,103.8198148
7433,352C CANBERRA RD,1.449837647,103.819822
7476,353 ANG MO KIO ST 32,1.364068079,103.8516123
3420,353 BT BATOK ST 34,1.361749564,103.7497987
5264,353 CHOA CHU KANG CTRL,1.382137071,103.7433975
1658,353 HOUGANG AVE 7,1.372143615,103.8995152
6102,353 KANG CHING RD,1.339636047,103.7205282
5853,353 TAMPINES ST 33,1.354512737,103.9630286
6384,353 WOODLANDS AVE 1,1.431816487,103.7851624
4137,353 YISHUN RING RD,1.426137278,103.8452165
7256,353A ADMIRALTY DR,1.45053763,103.8191355
7463,353B ADMIRALTY DR,1.450165067,103.8193068
7549,353C ADMIRALTY DR,1.449757874,103.8194492
7293,354 ANG MO KIO ST 32,1.363877525,103.8520286
3235,354 BT BATOK ST 31,1.361387487,103.7497292
5265,354 CHOA CHU KANG CTRL,1.382645438,103.7435611
424,354 CLEMENTI AVE 2,1.313513864,103.7708611
1653,354 HOUGANG AVE 7,1.372408326,103.8994333
6069,354 KANG CHING RD,1.339157885,103.7209314
5895,354 TAMPINES ST 33,1.355017792,103.9624345
6376,354 WOODLANDS AVE 1,1.432391702,103.7850653
4006,354 YISHUN RING RD,1.425785973,103.8452281
7669,354A ADMIRALTY DR,1.450066,103.8188909
7550,354B ADMIRALTY DR,1.450398989,103.818681
7577,354C ADMIRALTY DR,1.450644444,103.8182495
7715,354D ADMIRALTY DR,1.450783882,103.8186449
3061,355 BT BATOK ST 31,1.361779969,103.7505282
5276,355 CHOA CHU KANG CTRL,1.383124223,103.7437748
1959,355 CLEMENTI AVE 2,1.314451299,103.7695645
2768,355 HOUGANG AVE 7,1.37187581,103.8982395
6070,355 KANG CHING RD,1.338573457,103.7208358
5896,355 TAMPINES ST 33,1.355050591,103.9616
6419,355 WOODLANDS AVE 1,1.432846977,103.7845503
4143,355 YISHUN RING RD,1.425404168,103.8448431
8072,355A SEMBAWANG WAY,1.449529899,103.8189642
4011,355A YISHUN RING RD,1.426017176,103.8446546
3236,356 BT BATOK ST 31,1.361934863,103.7508695
2582,356 CLEMENTI AVE 2,1.313959671,103.7698314
3354,356 HOUGANG AVE 7,1.372593142,103.8988131
5922,356 TAMPINES ST 33,1.354400666,103.9614548
6190,356 WOODLANDS AVE 5,1.433275633,103.7849719
4012,356 YISHUN RING RD,1.425310512,103.8454557
7376,356A ADMIRALTY DR,1.449441345,103.8168524
7328,356B ADMIRALTY DR,1.449228692,103.8173757
7308,356C ADMIRALTY DR,1.449252211,103.8177946
7434,357 ADMIRALTY DR,1.450036033,103.8164351
3062,357 BT BATOK ST 31,1.361654964,103.7508747
2419,357 CLEMENTI AVE 2,1.314082796,103.7692027
1313,357 HOUGANG AVE 7,1.372858509,103.8996487
5005,357 TAMPINES ST 33,1.354019543,103.9615998
6149,357 WOODLANDS AVE 5,1.433145228,103.7844341
4105,357 YISHUN RING RD,1.426091761,103.8459976
5735,357 YUNG AN RD,1.336828968,103.7211176
7158,357A ADMIRALTY DR,1.450043994,103.8170033
7409,357B ADMIRALTY DR,1.450241683,103.8173161
7435,357C ADMIRALTY DR,1.449829415,103.817599
3492,358 BT BATOK ST 31,1.361412265,103.7507505
3108,358 CLEMENTI AVE 2,1.313585749,103.7690843
4468,358 HOUGANG AVE 5,1.36884149,103.8955932
5897,358 TAMPINES ST 33,1.35447448,103.9610042
5102,358 WOODLANDS AVE 5,1.433682627,103.7838751
1502,358 YISHUN RING RD,1.426851971,103.8459661
5705,358 YUNG AN RD,1.336414673,103.7207737
7490,359 ADMIRALTY DR,1.449708196,103.8158652
4358,359 BT BATOK ST 31,1.361343704,103.7512307
1269,359 CLEMENTI AVE 2,1.313492924,103.7698548
5224,359 HOUGANG AVE 5,1.369138888,103.8952644
5827,359 TAMPINES ST 34,1.355881693,103.9616385
6091,359 WOODLANDS AVE 5,1.434063554,103.7840689
4142,359 YISHUN RING RD,1.427419194,103.8457022
5769,359 YUNG AN RD,1.336480935,103.7213011
7461,359A ADMIRALTY DR,1.449663177,103.8155449
7521,359B ADMIRALTY DR,1.449632055,103.8150841
7518,359C ADMIRALTY DR,1.449124937,103.8147139
182,36 BEDOK STH AVE 2,1.321632997,103.9384413
353,36 BEO CRES,1.288359771,103.8270569
3387,36 CASSIA CRES,1.309820509,103.8850722
1144,36 CHAI CHEE AVE,1.325341025,103.9254354
525,36 CIRCUIT RD,1.329026079,103.8869308
845,36 DOVER RD,,
8243,36 EUNOS CRES,1.321171644,103.9017728
6873,36 JLN RUMAH TINGGI,1.288501554,103.8087768
6333,36 LOR 5 TOA PAYOH,1.334821399,103.8552729
1046,36 MARSILING DR,1.445323796,103.7721927
4947,36 MOH GUAN TER,1.284881937,103.8310424
788,36 TANGLIN HALT RD,1.297292454,103.7982287
2163,36 TEBAN GDNS RD,1.319974503,103.7427392
2268,360 BT BATOK ST 31,1.361067048,103.7506254
5240,360 HOUGANG AVE 5,1.369427156,103.8955517
5854,360 TAMPINES ST 34,1.355617565,103.9622579
6117,360 WOODLANDS AVE 5,1.434047752,103.7845013
3946,360 YISHUN RING RD,1.427737475,103.8456859
5678,360 YUNG AN RD,1.335803034,103.7209806
7436,360A ADMIRALTY DR,1.449203309,103.8158485
7255,360B ADMIRALTY DR,1.44873829,103.8152321
7281,360C ADMIRALTY DR,1.448674933,103.8146922
2381,361 BT BATOK ST 31,1.360733722,103.7509441
4557,361 HOUGANG AVE 5,1.36924514,103.8959694
5948,361 TAMPINES ST 34,1.356044164,103.962576
6118,361 WOODLANDS AVE 5,1.433906756,103.7848188
4013,361 YISHUN RING RD,1.428324759,103.8459083
5704,361 YUNG AN RD,1.335803545,103.7203137
2748,362 BT BATOK ST 31,1.360919734,103.7499523
1253,362 CLEMENTI AVE 2,1.312716928,103.7699026
4794,362 HOUGANG AVE 5,1.370009081,103.8960577
5876,362 TAMPINES ST 34,1.356251228,103.9615766
6241,362 WOODLANDS AVE 5,1.433734041,103.7852451
4139,362 YISHUN RING RD,1.428508539,103.8448942
5707,362 YUNG AN RD,1.336161553,103.7197834
2127,363 BT BATOK ST 31,1.361014444,103.7494473
413,363 CLEMENTI AVE 2,1.312820692,103.768917
5241,363 HOUGANG AVE 5,1.369900384,103.8963935
5808,363 TAMPINES ST 34,1.355520679,103.9608602
6142,363 WOODLANDS AVE 5,1.433928321,103.7859279
4298,363 YISHUN RING RD,1.428904967,103.8452061
5681,363 YUNG AN RD,1.33658939,103.7201863
9706,363A SEMBAWANG CRES,1.445760166,103.8142677
2380,364 BT BATOK ST 31,1.360664911,103.749321
1944,364 CLEMENTI AVE 2,1.312406419,103.7687523
6205,364 TAMPINES ST 34,1.357202821,103.9601395
6110,364 WOODLANDS AVE 5,1.434078833,103.7867434
4351,364 YISHUN RING RD,1.429045941,103.8446216
9460,364A UPP SERANGOON RD,1.370608407,103.896776
9443,364B UPP SERANGOON RD,1.370514348,103.8971327
3787,365 BT BATOK ST 31,1.360871521,103.7486445
414,365 CLEMENTI AVE 2,1.312299789,103.7699438
6369,365 CORPORATION DR,1.337725927,103.7201847
6159,365 TAMPINES ST 34,1.35768612,103.9606207
6143,365 WOODLANDS AVE 5,1.434318384,103.7876342
4192,365 YISHUN RING RD,1.429247793,103.8451922
9459,365A UPP SERANGOON RD,1.3697156,103.8976244
9461,365B UPP SERANGOON RD,1.36920419,103.8975129
9479,365C UPP SERANGOON RD,1.369284513,103.8971346
9494,365D UPP SERANGOON RD,1.369617218,103.8966128
2670,366 BT BATOK ST 31,1.360364788,103.7489167
7663,366 CLEMENTI AVE 2,1.312549536,103.7716764
6331,366 CORPORATION DR,1.337891083,103.7196814
6134,366 TAMPINES ST 34,1.357617586,103.961379
6084,366 WOODLANDS AVE 5,1.433742402,103.7873817
4106,366 YISHUN RING RD,1.429080985,103.8458797
2264,367 BT BATOK ST 31,1.360332742,103.7496915
7563,367 CLEMENTI AVE 2,1.312940672,103.7716487
6344,367 CORPORATION DR,1.337697823,103.7191457
6255,367 TAMPINES ST 34,1.358619461,103.9607886
6059,367 WOODLANDS AVE 5,1.433504242,103.7864961
4059,367 YISHUN RING RD,1.429591948,103.8451215
6181,367A TAMPINES ST 34,1.357702341,103.9599545
2382,368 BT BATOK ST 31,1.360381049,103.7509239
6492,368 CORPORATION DR,1.337362726,103.7196027
6206,368 TAMPINES ST 34,1.358474583,103.9612885
6163,368 WOODLANDS AVE 1,1.432927299,103.7867397
2747,369 BT BATOK ST 31,1.36002946,103.7510723
6182,369 TAMPINES ST 34,1.358699161,103.9602545
6058,369 WOODLANDS AVE 1,1.433436197,103.7874227
5595,369 YUNG AN RD,1.336981611,103.7197722
1165,37 BEDOK STH AVE 2,1.321906636,103.9398472
6704,37 CAMBRIDGE RD,1.316866481,103.8493636
1542,37 CHAI CHEE AVE,1.325442004,103.9262076
8332,37 CIRCUIT RD,1.328177334,103.8864864
352,37 JLN RUMAH TINGGI,1.289229289,103.8091934
2570,37 LIM LIAK ST,1.285084465,103.8304936
6295,37 LOR 5 TOA PAYOH,1.334526113,103.8559154
1480,37 MARSILING DR,1.445541762,103.7717092
1747,37 TANGLIN HALT RD,1.297772317,103.7980171
7347,37 TEBAN GDNS RD,1.320520268,103.7426515
2574,37 TELOK BLANGAH RISE,1.272672565,103.8228757
2391,370 BT BATOK ST 31,1.359957417,103.7493073
7089,370 HOUGANG ST 31,1.363820734,103.8895728
6254,370 TAMPINES ST 34,1.358038854,103.9596701
6141,370 WOODLANDS AVE 1,1.432542705,103.7873877
4357,371 BT BATOK ST 31,1.359259409,103.7506946
465,371 CLEMENTI AVE 4,1.320574657,103.7682119
7090,371 HOUGANG ST 31,1.363603889,103.8900498
8812,371 JURONG EAST ST 32,1.348308359,103.7319199
5580,371 TAMPINES ST 34,1.357090895,103.9585977
6088,371 WOODLANDS AVE 1,1.432282258,103.7867144
3143,372 BT BATOK ST 31,1.358669167,103.7512137
3595,372 CLEMENTI AVE 4,1.319788851,103.7677875
7149,372 HOUGANG ST 31,1.362990379,103.8904639
8797,372 JURONG EAST ST 32,1.348658234,103.7317895
5581,372 TAMPINES ST 34,1.356442143,103.9580956
1957,373 CLEMENTI AVE 4,1.319490182,103.7673379
7179,373 HOUGANG ST 31,1.362681961,103.8903913
5553,373 TAMPINES ST 34,1.356021847,103.9587806
3227,374 BT BATOK ST 31,1.357982911,103.7507364
1949,374 CLEMENTI AVE 4,1.319126186,103.7669837
7346,374 HOUGANG ST 31,1.36286924,103.8898284
5582,374 TAMPINES ST 34,1.356439145,103.9586239
3232,375 BT BATOK ST 31,1.358626593,103.7501002
2678,375 CLEMENTI AVE 4,1.318492987,103.7667016
7927,375 HOUGANG ST 31,1.363158279,103.8895552
2283,376 CLEMENTI AVE 4,1.318100065,103.7666926
9211,376A HOUGANG ST 32,1.363460098,103.8935763
9212,376B HOUGANG ST 32,1.364123377,103.8940907
9266,376C HOUGANG ST 32,1.364063225,103.8936798
2580,377 CLEMENTI AVE 5,1.31756399,103.7679752
3064,378 CLEMENTI AVE 5,1.317412042,103.767417
1267,379 CLEMENTI AVE 5,1.317978017,103.7678315
8204,38 BEDOK STH RD,1.320825609,103.9389946
2976,38 BEO CRES,1.288553932,103.82729
6683,38 CAMBRIDGE RD,1.316589211,103.8489097
524,38 CIRCUIT RD,1.327957357,103.8860804
2309,38 DOVER RD,,
738,38 JLN BAHAGIA,1.326905919,103.8564866
6216,38 JLN RUMAH TINGGI,1.288633659,103.8096439
3299,38 KIM PONG RD,1.284864669,103.8305005
1450,38 LOR 5 TOA PAYOH,1.335341002,103.8548594
786,38 TANGLIN HALT RD,1.297508103,103.7987228
6981,38 TEBAN GDNS RD,1.321138966,103.7427876
5963,38 TELOK BLANGAH RISE,1.272332606,103.8222103
2018,38 UPP BOON KENG RD,1.318040811,103.8742228
3830,380 CLEMENTI AVE 5,1.318344291,103.767572
1958,381 CLEMENTI AVE 5,1.318555348,103.7680283
5459,381 TAMPINES ST 32,1.354018647,103.9589663
4842,382 TAMPINES ST 32,1.354098271,103.9587521
7880,383 BT BATOK WEST AVE 5,1.362323152,103.7522172
5460,383 TAMPINES ST 32,1.354098268,103.9582669
8100,384 BT BATOK WEST AVE 5,1.362932637,103.7521942
5441,384 TAMPINES ST 32,1.354018643,103.9580526
8124,385 BT BATOK WEST AVE 5,1.363483533,103.7521714
5004,385 TAMPINES ST 32,1.354960044,103.958521
8059,386 BT BATOK WEST AVE 5,1.363939422,103.752556
5495,386 TAMPINES ST 32,1.354839111,103.9591535
3695,386 YISHUN RING RD,1.428980649,103.8464735
8177,387 BT BATOK WEST AVE 5,1.364865217,103.7524525
5512,387 TAMPINES ST 32,1.355309368,103.95877
3907,387 YISHUN RING RD,1.429546821,103.8472789
8185,388 BT BATOK WEST AVE 5,1.364850176,103.7521618
5493,388 TAMPINES ST 32,1.355286796,103.9583185
3097,388 YISHUN RING RD,1.429169585,103.8472128
8317,389 BT BATOK WEST AVE 5,1.36534587,103.7521421
5162,389 TAMPINES ST 32,1.354934221,103.9578643
3881,389 YISHUN AVE 6,1.429569991,103.8480205
8478,38A BENDEMEER RD,1.320057978,103.8669394
8525,38B BENDEMEER RD,1.320532583,103.8667955
8568,38C BENDEMEER RD,1.321120278,103.8667869
8428,38D BENDEMEER RD,1.32163647,103.8667673
2732,39 BEDOK STH RD,1.321397663,103.9397304
6652,39 CAMBRIDGE RD,1.316338073,103.8484685
521,39 CIRCUIT RD,1.32742995,103.8856816
3256,39 JLN BAHAGIA,1.327194693,103.8561185
6243,39 JLN RUMAH TINGGI,1.288633343,103.8100159
8153,39 JLN TIGA,1.321455519,103.924365
7593,39 TEBAN GDNS RD,1.321368811,103.7428451
1602,39 TELOK BLANGAH RISE,1.271747245,103.8225083
751,39 UPP BOON KENG RD,1.318723581,103.8742265
8178,390 BT BATOK WEST AVE 5,1.365354027,103.7524332
5510,390 TAMPINES AVE 7,1.356182045,103.9576163
1494,390 YISHUN AVE 6,1.429212793,103.8484039
7995,391 BT BATOK WEST AVE 5,1.365853749,103.7527285
5494,391 TAMPINES AVE 7,1.355631541,103.9579533
3696,391 YISHUN AVE 6,1.429467692,103.8491714
7922,392 BT BATOK WEST AVE 5,1.365866084,103.7533233
5540,392 TAMPINES AVE 7,1.355192673,103.9574738
3908,392 YISHUN AVE 6,1.428697825,103.8492007
7861,393 BT BATOK WEST AVE 5,1.366493281,103.7531126
5524,393 TAMPINES AVE 7,1.355192487,103.9569688
3672,393 YISHUN AVE 6,1.42851535,103.8485037
8176,394 BT BATOK WEST AVE 5,1.366423112,103.7526886
5513,394 TAMPINES AVE 7,1.355192449,103.9560615
3673,394 YISHUN AVE 6,1.428872859,103.8481626
8166,395 BT BATOK WEST AVE 5,1.366316899,103.7522876
4533,395 TAMPINES AVE 7,1.355863792,103.9560491
3943,395 YISHUN RING RD,1.428849419,103.847221
4858,396 TAMPINES AVE 7,1.355670338,103.9564348
3944,396 YISHUN AVE 6,1.428359462,103.8470373
3757,397 YISHUN AVE 6,1.427886114,103.847541
4230,398 YISHUN RING RD,1.427675631,103.8465235
3694,399 YISHUN AVE 6,1.427526355,103.8470842
8549,39A BENDEMEER RD,1.320179385,103.8663658
2195,39A C'WEALTH AVE,,
8546,3A GEYLANG SERAI,1.317501308,103.8989115
6655,3A HOLLAND CL,1.308722236,103.7967508
8298,3A UPP BOON KENG RD,1.313828129,103.8723808
8325,3B UPP BOON KENG RD,1.314298734,103.8728282
8276,3C UPP BOON KENG RD,1.313793188,103.8730939
8277,3D UPP BOON KENG RD,1.313297839,103.8728376
1140,4 BEDOK STH AVE 1,1.322489623,103.9334053
6226,4 BOON KENG RD,1.315997057,103.8598107
6440,4 CHANGI VILLAGE RD,1.389096356,103.9874628
2572,4 DELTA AVE,1.291828624,103.8265458
373,4 EVERTON PK,1.276883074,103.8400856
797,4 GHIM MOH RD,1.313193696,103.7881922
2150,4 HAIG RD,1.312101244,103.8971871
262,4 HILLVIEW AVE,,
811,4 HOLLAND CL,1.307968264,103.7956465
2184,4 JLN BATU,1.301863425,103.8840455
1593,4 JLN BT HO SWEE,1.287422399,103.8312389
2757,4 JOO CHIAT RD,1.315407591,103.8989404
2781,4 LIM CHU KANG RD,1.421752493,103.7045792
1807,4 LOR 7 TOA PAYOH,1.339044798,103.8555411
2037,4 LOR LEW LIAN,1.350262004,103.8764851
760,4 MARINE TER,1.305096421,103.9177337
381,4 QUEEN'S RD,1.318832253,103.808062
2143,4 ROCHOR RD,,
1611,4 SAGO LANE,1.281800622,103.8429082
406,4 TECK WHYE AVE,1.381939295,103.7528067
2752,4 TG PAGAR PLAZA,1.275905201,103.8427412
3988,4 TOH YI DR,1.338512067,103.7745698
2218,4 UPP ALJUNIED LANE,1.333547432,103.8790658
1149,40 BEDOK STH RD,1.320986319,103.93981
304,40 BEO CRES,1.289057892,103.827513
6629,40 CAMBRIDGE RD,1.315993017,103.8482431
1146,40 CHAI CHEE AVE,1.326043353,103.9264885
485,40 CIRCUIT RD,1.327676959,103.8862647
3900,40 HOLLAND DR,1.307175908,103.7935003
2776,40 JLN BAHAGIA,1.327290541,103.8562177
6276,40 JLN RUMAH TINGGI,1.288632893,103.8105346
3536,40 SIMS DR,1.31747603,103.8763541
2025,40 TANGLIN HALT RD,1.297986437,103.7985808
589,40 TEBAN GDNS RD,1.321350377,103.7420311
1595,40 TELOK BLANGAH RISE,1.272099266,103.8232451
7356,401 ADMIRALTY LINK,1.45427018,103.8158126
105,401 ANG MO KIO AVE 10,1.361017656,103.8553876
154,401 BEDOK NTH AVE 3,1.330981735,103.9336046
5151,401 CHOA CHU KANG AVE 3,1.379692642,103.7397607
429,401 CLEMENTI AVE 1,,
4118,401 FAJAR RD,1.380554321,103.7687304
2156,401 HOUGANG AVE 10,1.374843395,103.8969942
2003,401 JURONG WEST ST 42,1.353424941,103.7214427
1679,401 PANDAN GDNS,1.320354843,103.7503004
4431,401 SERANGOON AVE 1,1.346265987,103.8731998
3139,401 SIN MING AVE,1.362505496,103.8331853
2633,401 TAMPINES ST 41,1.357072868,103.9449127
5748,401 WOODLANDS ST 41,1.430449083,103.7727759
4439,401 YISHUN AVE 6,1.427033766,103.8470886
7403,402 ADMIRALTY LINK,1.453890539,103.8157691
1875,402 ANG MO KIO AVE 10,1.361477078,103.8553004
153,402 BEDOK NTH AVE 3,1.330554729,103.9336867
5149,402 BT BATOK WEST AVE 7,1.364703506,103.7442468
5119,402 CHOA CHU KANG AVE 3,1.379202527,103.7394381
1261,402 CLEMENTI AVE 1,,
4203,402 FAJAR RD,1.380312263,103.7680736
2912,402 HOUGANG AVE 10,1.374438332,103.8966984
685,402 JURONG WEST ST 42,1.353364527,103.7225624
1987,402 PANDAN GDNS,1.320755478,103.7495197
4805,402 SERANGOON AVE 1,1.346658249,103.8729046
2827,402 SIN MING AVE,1.362768866,103.8327589
3833,402 TAMPINES ST 41,1.357316262,103.9455031
5789,402 WOODLANDS ST 41,1.431064327,103.7722589
4194,402 YISHUN RING RD,1.426549687,103.8472651
7326,403 ADMIRALTY LINK,1.45391726,103.8161301
27,403 ANG MO KIO AVE 10,1.361269015,103.8546424
215,403 BEDOK NTH AVE 3,1.329799847,103.9338444
5349,403 BT BATOK WEST AVE 7,1.365140402,103.7448651
5178,403 CHOA CHU KANG AVE 3,1.379494093,103.7388875
1260,403 CLEMENTI AVE 1,,
4151,403 FAJAR RD,1.3811297,103.7677496
2907,403 HOUGANG AVE 10,1.374642023,103.8963538
1346,403 JURONG WEST ST 42,1.353839212,103.7214797
624,403 PANDAN GDNS,1.320329641,103.7493901
3998,403 SERANGOON AVE 1,1.346483281,103.872494
3032,403 SIN MING AVE,1.362870322,103.833604
3477,403 TAMPINES ST 41,1.357511619,103.9449179
5794,403 WOODLANDS ST 41,1.430708471,103.7722614
3484,403 YISHUN AVE 6,1.426937264,103.8485532
7943,403A FERNVALE LANE,1.388930609,103.8732086
8150,403B FERNVALE LANE,1.388791435,103.8729798
8073,403C FERNVALE LANE,1.388318481,103.8729357
8229,403D FERNVALE LANE,1.388219384,103.8731789
7486,404 ADMIRALTY LINK,1.453566505,103.8164692
28,404 ANG MO KIO AVE 10,1.361677671,103.8547265
214,404 BEDOK NTH AVE 3,1.329374924,103.9339269
4500,404 BT BATOK WEST AVE 7,1.365517079,103.7451439
5179,404 CHOA CHU KANG AVE 3,1.380129649,103.7388888
4157,404 FAJAR RD,1.380638767,103.7675505
1305,404 HOUGANG AVE 10,1.373841868,103.8958296
2176,404 JURONG WEST ST 42,1.353922888,103.7225057
625,404 PANDAN GDNS,1.319816613,103.7492833
4219,404 SERANGOON AVE 1,1.347099531,103.8724732
2372,404 SIN MING AVE,1.362662927,103.8342675
3549,404 TAMPINES ST 41,1.357762357,103.9443632
5795,404 WOODLANDS ST 41,1.430350442,103.7722589
4052,404 YISHUN AVE 6,1.426576808,103.8481442
8192,404A FERNVALE LANE,1.388348217,103.8738149
7648,404B FERNVALE LANE,1.388296543,103.873546
7280,405 ADMIRALTY LINK,1.453298351,103.8161386
29,405 ANG MO KIO AVE 10,1.361579127,103.8538054
2112,405 BEDOK NTH AVE 3,1.328713382,103.9340954
5340,405 BT BATOK WEST AVE 7,1.365764391,103.7453993
3956,405 CHOA CHU KANG AVE 3,1.380217546,103.7394533
4883,405 FAJAR RD,1.381253665,103.7672571
2690,405 HOUGANG AVE 10,1.374049696,103.8964593
1353,405 JURONG WEST ST 42,1.354221279,103.7214393
623,405 PANDAN GDNS,1.319234207,103.7496543
4703,405 PASIR RIS DR 6,1.373622502,103.9559322
4385,405 SERANGOON AVE 1,1.347709938,103.8728115
2371,405 SIN MING AVE,1.362852922,103.8347395
2929,405 TAMPINES ST 41,1.357809697,103.9449177
5812,405 WOODLANDS ST 41,1.429994562,103.7722614
3906,405 YISHUN AVE 6,1.426840129,103.8492735
8260,405A FERNVALE LANE,1.388822916,103.873859
8211,405B FERNVALE LANE,1.388997576,103.8736702
8144,405C FERNVALE LANE,1.389194667,103.8734374
7340,406 ANG MO KIO AVE 10,1.362004539,103.8538799
2368,406 BEDOK NTH AVE 3,1.328225507,103.9344693
5341,406 BT BATOK WEST AVE 7,1.365178267,103.7458132
4789,406 CHOA CHU KANG AVE 3,1.380373895,103.7402096
4452,406 FAJAR RD,1.381850258,103.7675731
3194,406 HOUGANG AVE 10,1.373639498,103.8961877
2171,406 JURONG WEST ST 42,1.354314355,103.7223959
626,406 PANDAN GDNS,1.318821473,103.7492264
4746,406 PASIR RIS DR 6,1.373766567,103.9553883
7098,406 SEMBAWANG DR,1.452929805,103.8169776
4220,406 SERANGOON AVE 1,1.347652049,103.8731292
2825,406 SIN MING AVE,1.362944554,103.8340935
2319,406 TAMPINES ST 41,1.357828983,103.9457929
