,town_geocode
9196,"('1.29540163896319', '103.812185563953')"
9197,"('1.39595291069106', '103.8815041411')"
9198,"('1.39740224240408', '103.881338084424')"
9199,"('1.32707387863852', '103.923188202853')"
9200,"('1.3769739817533', '103.739293156619')"
9201,"('1.37659678332207', '103.73994960705')"
9202,"('1.40619118291017', '103.911699311071')"
9203,"('1.39632353747039', '103.877422028405')"
9204,"('1.38146636369732', '103.769766736479')"
9205,"('1.38101722786729', '103.769595216738')"
9206,"('1.38092147169303', '103.770840739111')"
9207,"('1.37575014356152', '103.741751767068')"
9208,"('1.37519738080978', '103.741426402066')"
9209,"('1.37587750919484', '103.739113762764')"
9210,"('1.37573636567496', '103.73958458863')"
9211,"('1.36346009799329', '103.893576325679')"
9212,"('1.36412337735229', '103.894090730991')"
9213,"('1.37162618190542', '103.950113871559')"
9214,"('1.40538341177792', '103.912960755392')"
9215,"('1.40024347718059', '103.91708004')"
9216,"('1.40870088870466', '103.901326604714')"
9217,"('1.40534285786675', '103.913933278721')"
9218,"('1.40204057235273', '103.914141095483')"
9219,"('1.29534041095665', '103.812585191493')"
9220,"('1.39647838386976', '103.879494944074')"
9221,"('1.39589511654296', '103.878083108343')"
9222,"('1.3279979407231', '103.92324860169')"
9223,"('1.3268704456533', '103.923848194061')"
9224,"('1.38057053056182', '103.76973269177')"
9225,"('1.38061381455692', '103.770645093029')"
9226,"('1.37580545998649', '103.744793478077')"
9227,"('1.37642221610651', '103.740504704448')"
9228,"('1.31663371565974', '103.763934137674')"
9229,"('1.32940434763773', '103.889196979567')"
9230,"('1.32994002346249', '103.889189084492')"
9231,"('1.32989202076676', '103.888112904804')"
9232,"('1.39943218267508', '103.917510729317')"
9233,"('1.40971096118277', '103.899898384977')"
9234,"('1.40478291873635', '103.912978515395')"
9235,"('1.40532418039845', '103.913280733404')"
9236,"('1.40036549350585', '103.91763192338')"
9237,"('1.40006476990517', '103.91785153697')"
9238,"('1.40631693046248', '103.908463046017')"
9239,"('1.40641380778331', '103.908805683601')"
9240,"('1.40591156262743', '103.908288150968')"
9241,"('1.40932267495625', '103.900801836373')"
9242,"('1.40453606912894', '103.914012816111')"
9243,"('1.40490974914062', '103.913969471596')"
9244,"('1.4007712264439', '103.917348684837')"
9245,"('1.2949922696335', '103.8117965437')"
9246,"('1.39798359035227', '103.8784589917')"
9247,"('1.39604094734393', '103.880735419984')"
9248,"('1.39677177049675', '103.881104301377')"
9249,"('1.39649875629749', '103.880447337309')"
9250,"('1.39674216564884', '103.895331584899')"
9251,"('1.39689621112725', '103.877785328873')"
9252,"('1.35670900289357', '103.931385349285')"
9253,"('1.32789302968468', '103.923874941007')"
9254,"('1.28798878836651', '103.821947260359')"
9255,"('1.38143384735951', '103.771366304235')"
9256,"('1.38148756854256', '103.770942229271')"
9257,"('1.32932082372457', '103.888071748726')"
9258,"('1.36497584742043', '103.896809883055')"
9259,"('1.32254226544254', '103.737560699176')"
9260,"('1.40540203681824', '103.895910481206')"
9261,"('1.40494870154993', '103.896007686194')"
9262,"('1.40566213236302', '103.908718985826')"
9263,"('1.2957304268451', '103.809759937443')"
9264,"('1.35592432083149', '103.932912367489')"
9265,"('1.31623936538205', '103.763566375801')"
9266,"('1.36406322514465', '103.893679750644')"
9267,"('1.31291757072948', '103.869743094328')"
9268,"('1.37168953845762', '103.949502101347')"
9269,"('1.37114053931458', '103.949850548422')"
9270,"('1.40501880052452', '103.912411867708')"
9271,"('1.29579395038247', '103.809264765809')"
9272,"('1.39687117865647', '103.879859508141')"
9273,"('1.39785974876811', '103.881232764244')"
9274,"('1.39606977416428', '103.895933432889')"
9275,"('1.39747908543717', '103.878500081571')"
9276,"('1.39619403936395', '103.879992372196')"
9277,"('1.39007029696728', '103.907273221559')"
9278,"('1.32747242201869', '103.923868263972')"
9279,"('1.28740640570626', '103.822053233106')"
9280,"('1.37607846692948', '103.74690311631')"
9281,"('1.3292969092972', '103.888792588332')"
9282,"('1.32918105126141', '103.888248441219')"
9283,"('1.32189196960034', '103.737551586606')"
9284,"('1.31234447247543', '103.869898299245')"
9285,"('1.40604907945801', '103.896179521001')"
9286,"('1.40528964160836', '103.909204123728')"
9287,"('1.40897577474178', '103.897024808292')"
9288,"('1.4060916048068', '103.895706618576')"
9289,"('1.40576170081906', '103.908840037229')"
9290,"('1.39807105476614', '103.877933381661')"
9291,"('1.3896935721541', '103.907293906792')"
9292,"('1.39653303935383', '103.895867598027')"
9293,"('1.38983290258257', '103.907856160943')"
9294,"('1.35608700205895', '103.931752248401')"
9295,"('1.35651147306916', '103.931956767677')"
9296,"('1.37476188616122', '103.744965122728')"
9297,"('1.37604418165093', '103.745170882728')"
9298,"('1.37386468483914', '103.742970078269')"
9299,"('1.37289627545554', '103.742568745239')"
9300,"('1.37488445323866', '103.745409019573')"
9301,"('1.37520977307986', '103.745018192833')"
9302,"('1.32220164224483', '103.737751694996')"
9303,"('1.3406512946922', '103.707506154373')"
9304,"('1.34028016730054', '103.707599009323')"
9305,"('1.37187505519024', '103.950580696055')"
9306,"('1.39308870276065', '103.909041773266')"
9307,"('1.40482709089795', '103.909870662158')"
9308,"('1.40621179054688', '103.90937278679')"
9309,"('1.40533143328057', '103.910586805301')"
9310,"('1.39710329279537', '103.895714685197')"
9311,"('1.39078747856513', '103.893415096676')"
9312,"('1.35726635061626', '103.939665206968')"
9313,"('1.43781260724005', '103.79240942154')"
9314,"('1.43756234209627', '103.793320189052')"
9315,"('1.37615600248366', '103.745821319559')"
9316,"('1.31599867398385', '103.764197624976')"
9317,"('1.34103443749636', '103.708340995245')"
9318,"('1.40564086679302', '103.910923336736')"
9319,"('1.40481059599871', '103.91027810068')"
9320,"('1.40536468278241', '103.909508986941')"
9321,"('1.40879311418322', '103.896812070957')"
9322,"('1.38965895052743', '103.9082928215')"
9323,"('1.39699193578499', '103.895995258683')"
9324,"('1.39000944345961', '103.893454183017')"
9325,"('1.38919549974865', '103.908650220784')"
9326,"('1.38955889926807', '103.908816898252')"
9327,"('1.33471455041652', '103.878708329058')"
9328,"('1.43185558749484', '103.775294044439')"
9329,"('1.43780529526113', '103.792896090852')"
9330,"('1.288056640159', '103.821285332505')"
9331,"('1.27637530976147', '103.81137191061')"
9332,"('1.37381927100149', '103.743367182453')"
9333,"('1.37367233098073', '103.742000829882')"
9334,"('1.3754798756659', '103.745373277908')"
9335,"('1.37630418227263', '103.747457565703')"
9336,"('1.31659507864197', '103.879545641729')"
9337,"('1.34067930866793', '103.708445480847')"
9338,"('1.40831677374217', '103.897052983922')"
9339,"('1.39350981217359', '103.909106562659')"
9340,"('1.40588044840999', '103.910158734881')"
9341,"('1.39051439660213', '103.893670671714')"
9342,"('1.33494820274271', '103.879540608882')"
9343,"('1.43778127256862', '103.792079496533')"
9344,"('1.36506492207366', '103.849115819192')"
9345,"('1.28697703899167', '103.821558832304')"
9346,"('1.27674945693288', '103.810541543465')"
9347,"('1.3731140372383', '103.74188877037')"
9348,"('1.37503135118645', '103.746186610645')"
9349,"('1.37684626113984', '103.747376759116')"
9350,"('1.37559249810909', '103.7460213304')"
9351,"('1.37593845080051', '103.901084524846')"
9352,"('1.31316945825099', '103.870819299852')"
9353,"('1.39002955034112', '103.908484894878')"
9354,"('1.39035967745112', '103.908076555691')"
9355,"('1.39035961258595', '103.907636739734')"
9356,"('1.38930950392919', '103.893783691203')"
9357,"('1.43828221158378', '103.793216471148')"
9358,"('1.28649254110004', '103.82143358771')"
9359,"('1.3737308481902', '103.745929784531')"
9360,"('1.37338731917488', '103.744026034489')"
9361,"('1.37603151881569', '103.748824632963')"
9362,"('1.37274770355775', '103.74315742408')"
9363,"('1.37604113515339', '103.748460043787')"
9364,"('1.37682525094625', '103.900641038235')"
9365,"('1.37628006481899', '103.901387559')"
9366,"('1.3270531250321', '103.860558381575')"
9367,"('1.3948377810528', '103.907584681234')"
9368,"('1.402358510003', '103.895494110668')"
9369,"('1.39415009117251', '103.909595974135')"
9370,"('1.40303056639258', '103.917080721325')"
9371,"('1.40565063473796', '103.909749619549')"
9372,"('1.40795602683384', '103.896400767911')"
9373,"('1.4029859177206', '103.895020804883')"
9374,"('1.40240161394664', '103.894934988835')"
9375,"('1.38983599006926', '103.894154149578')"
9376,"('1.35092636694988', '103.929191231421')"
9377,"('1.43823874589707', '103.792452185805')"
9378,"('1.44137023315005', '103.798542723674')"
9379,"('1.41566230128128', '103.841448577214')"
9380,"('1.2759961853765', '103.810862988227')"
9381,"('1.37289698327409', '103.744347570659')"
9382,"('1.37454644083077', '103.746304172261')"
9383,"('1.31952267914453', '103.764025116013')"
9384,"('1.37667371760412', '103.901954069082')"
9385,"('1.39451217943806', '103.907964274268')"
9386,"('1.40204985762556', '103.89616616484')"
9387,"('1.40789778716346', '103.897370752408')"
9388,"('1.38928033604771', '103.894345637862')"
9389,"('1.38155355360941', '103.890563070914')"
9390,"('1.38947868254873', '103.893278837452')"
9391,"('1.41544596373585', '103.840455724763')"
9392,"('1.41560014502104', '103.84241412452')"
9393,"('1.37660757238152', '103.748545956804')"
9394,"('1.37268736243732', '103.743618216079')"
9395,"('1.37708774602652', '103.748768050663')"
9396,"('1.341091607667', '103.708023659485')"
9397,"('1.32754908001444', '103.860807411661')"
9398,"('1.4020044862654', '103.918326393281')"
9399,"('1.40139181635046', '103.918513893557')"
9400,"('1.40172153675655', '103.918690999509')"
9401,"('1.40826187839775', '103.898017940475')"
9402,"('1.39811786720081', '103.896423686037')"
9403,"('1.38235083780012', '103.890641438035')"
9404,"('1.44053874571164', '103.798669114626')"
9405,"('1.34513283900191', '103.744861953262')"
9406,"('1.34468050128788', '103.7455138661')"
9407,"('1.37421764851385', '103.745467656318')"
9408,"('1.3727609833656', '103.745917783867')"
9409,"('1.37241665311801', '103.744743989242')"
9410,"('1.37451584184376', '103.74347432386')"
9411,"('1.37584281436757', '103.743195889916')"
9412,"('1.36521740546842', '103.894771265948')"
9413,"('1.40890165905109', '103.898407764488')"
9414,"('1.4020715866828', '103.917480013596')"
9415,"('1.39735577803331', '103.896193260958')"
9416,"('1.3904736106701', '103.894318118954')"
9417,"('1.38188082172346', '103.890295472102')"
9418,"('1.39755063670988', '103.895593236308')"
9419,"('1.35158903554129', '103.928804430639')"
9420,"('1.35166373353574', '103.929646035306')"
9421,"('1.41427715732808', '103.841120644288')"
9422,"('1.41593131808966', '103.840014884657')"
9423,"('1.37523164152737', '103.742766625186')"
9424,"('1.37582471905172', '103.742823385612')"
9425,"('1.37725874802106', '103.748291851205')"
9426,"('1.37298072773967', '103.746249268178')"
9427,"('1.31920342964443', '103.886335477819')"
9428,"('1.37512666113384', '103.882234927883')"
9429,"('1.32816494843873', '103.860801944702')"
9430,"('1.40248564833205', '103.916751438225')"
9431,"('1.39019936957333', '103.894575868856')"
9432,"('1.41897568011422', '103.842333395726')"
9433,"('1.41530305258667', '103.842596778528')"
9434,"('1.41658398264925', '103.840450135147')"
9435,"('1.37762936263123', '103.748488766609')"
9436,"('1.37338320239004', '103.746795820058')"
9437,"('1.37672184041416', '103.748150083183')"
9438,"('1.37312145835945', '103.745382153467')"
9439,"('1.37513575657307', '103.743031630831')"
9440,"('1.37756652387037', '103.748989532974')"
9441,"('1.31965596040108', '103.76445460534')"
9442,"('1.37526558111202', '103.881750957344')"
9443,"('1.37051434802161', '103.897132658546')"
9444,"('1.34047236407142', '103.708354717703')"
9445,"('1.31499138887312', '103.86050538635')"
9446,"('1.40894665776408', '103.89792554782')"
9447,"('1.40167255995228', '103.918002836686')"
9448,"('1.44604755101014', '103.831125256006')"
9449,"('1.3822866780118', '103.891118468095')"
9450,"('1.38192277086883', '103.890875719274')"
9451,"('1.39873104620436', '103.896699673287')"
9452,"('1.35188475480754', '103.929100689045')"
9453,"('1.41470704581506', '103.842112341444')"
9454,"('1.41528792348436', '103.83984650139')"
9455,"('1.41581868901228', '103.840678829265')"
9456,"('1.37474137483876', '103.742851486532')"
9457,"('1.31908894426179', '103.764441220265')"
9458,"('1.31067221805457', '103.88503171279')"
9459,"('1.36971560040268', '103.897624425125')"
9460,"('1.37060840744452', '103.896776019259')"
9461,"('1.36920419004326', '103.897512942583')"
9462,"('1.32088235344697', '103.860331710143')"
9463,"('1.44637013931729', '103.831574876885')"
9464,"('1.39844660137875', '103.897807553142')"
9465,"('1.39843751923085', '103.895957792826')"
9466,"('1.39864922039269', '103.89700196712')"
9467,"('1.41878341784758', '103.842760847841')"
9468,"('1.3219234293777', '103.762384826925')"
9469,"('1.36487118219384', '103.894979026095')"
9470,"('1.37575796713264', '103.882032792636')"
9471,"('1.3282335842715', '103.861138402914')"
9472,"('1.32014859879822', '103.859763746554')"
9473,"('1.39838883211608', '103.898071337048')"
9474,"('1.41478193236176', '103.839551599391')"
9475,"('1.41704065966643', '103.840552464198')"
9476,"('1.41495775877443', '103.842654982886')"
9477,"('1.37479380170162', '103.742607118184')"
9478,"('1.32262137935118', '103.762449443017')"
9479,"('1.36928451336933', '103.89713459868')"
9480,"('1.32118140104797', '103.860568176564')"
9481,"('1.32142575611025', '103.860194689384')"
9482,"('1.40358925655806', '103.892958748314')"
9483,"('1.40272812898156', '103.893101300132')"
9484,"('1.44788626704481', '103.834033767478')"
9485,"('1.44703776237182', '103.833923460819')"
9486,"('1.39771199967972', '103.897719773987')"
9487,"('1.39767657110085', '103.897388441126')"
9488,"('1.38286377567256', '103.890986395821')"
9489,"('1.3988036073832', '103.896076882623')"
9490,"('1.41639278744569', '103.841369329736')"
9491,"('1.41429103817707', '103.839839936719')"
9492,"('1.36928934819166', '103.834131942869')"
9493,"('1.28107116546835', '103.811405730352')"
9494,"('1.3696172178659', '103.896612783518')"
9495,"('1.35069669655304', '103.711459246397')"
9496,"('1.35012140486811', '103.711875870954')"
9497,"('1.31547715332072', '103.860312930116')"
9498,"('1.31584236197018', '103.860644539729')"
9499,"('1.446140802959', '103.832236151361')"
9500,"('1.41875267193096', '103.84138862703')"
9501,"('1.41430342507305', '103.840416962438')"
9502,"('1.41683901466432', '103.841551768426')"
9503,"('1.36664703130241', '103.839567160062')"
9504,"('1.36856484754808', '103.857943144204')"
9505,"('1.36817376241157', '103.857520553516')"
9506,"('1.37093324079314', '103.851940766136')"
9507,"('1.37122178516983', '103.853853154442')"
9508,"('1.36886409962902', '103.83395420063')"
9509,"('1.36833017912554', '103.858495667837')"
9510,"('1.37118642598512', '103.852980282648')"
9511,"('1.34472844593551', '103.754607613565')"
9512,"('1.35279091158198', '103.744536033565')"
9513,"('1.35107437750712', '103.738755449982')"
9514,"('1.34502077023724', '103.755285866092')"
9515,"('1.34369381417078', '103.747356802144')"
9516,"('1.35559341715517', '103.737118247972')"
9517,"('1.34593565587377', '103.754650908839')"
9518,"('1.34537093479434', '103.75498944775')"
9519,"('1.34369796674692', '103.748158134407')"
9520,"('1.34409358218354', '103.746409176377')"
9521,"('1.35038381956263', '103.739194582058')"
9522,"('1.35513838763691', '103.737031492997')"
9523,"('1.35272258284343', '103.741240002444')"
9524,"('1.35197886358706', '103.741081176999')"
9525,"('1.34497578759799', '103.753614683753')"
9526,"('1.35557897178099', '103.737833820151')"
9527,"('1.35513827041', '103.737861245907')"
9528,"('1.28142824815036', '103.809242812919')"
9529,"('1.27653169514471', '103.807514165495')"
